"Transaction.ID","Customer.ID","Transaction.Amount","Transaction.Date","Payment.Method","Product.Category","Quantity","Customer.Age","Customer.Location","Device.Used","IP.Address","Shipping.Address","Billing.Address","Is.Fraudulent","Account.Age.Days","Transaction.Hour"
"87fe61cd-670a-4734-9ed4-6e2ddaacd489","89615b5a-a4cc-4545-a6d1-59443c979d72",205.57,"2024-03-25 08:27:14","debit card","clothing",1,41,"West Kimberly","tablet","218.207.50.179","USS Nelson
FPO AA 22693","USS Nelson
FPO AA 22693",0,230,8
"e23eb748-7bdf-4f6e-a5dc-fa3037fc9461","e67acf17-9efa-4f0c-8618-d7f28478d2e0",93.23,"2024-02-20 21:05:04","debit card","toys & games",3,44,"Lawrenceport","desktop","65.82.61.82","3725 Hannah Squares
East Kevin, HI 38694","3725 Hannah Squares
East Kevin, HI 38694",0,358,21
"bca3edcb-14c2-42e6-97be-006d947c1435","d69d43b5-7a98-4809-b88d-d6c087d1371a",18.76,"2024-02-24 23:36:43","credit card","electronics",5,15,"Griffinport","desktop","186.77.145.200","82757 Jesse Mall Apt. 576
Gabriellestad, AL 22857","82757 Jesse Mall Apt. 576
Gabriellestad, AL 22857",0,358,23
"ba358807-3e2e-417b-840c-6f746766e373","b4fb6372-6e22-4b41-9bc5-d7ca22a866a5",75.11,"2024-01-28 03:37:28","credit card","electronics",3,36,"North Jonathanton","mobile","195.172.158.21","5745 Barr Prairie
Lake Frederick, HI 94499","2055 Derrick Lights
North Aaron, VT 54361",1,4,3
"a8bd4d42-dd6f-464d-b260-5a6657e74ad0","26847928-a26b-4a26-bb81-4f0b347dfcba",69.29,"2024-01-26 14:05:42","PayPal","health & beauty",4,31,"North Troy","mobile","74.43.177.161","4431 Charles Overpass Apt. 253
Dawnmouth, GA 96860","4431 Charles Overpass Apt. 253
Dawnmouth, GA 96860",0,311,14
"c5de0967-ce42-43b7-8299-eda6d6526913","b6d1c39c-d5a0-4a34-b456-c55f5cb8def2",360.93,"2024-02-07 07:39:54","credit card","electronics",1,27,"Port Brian","desktop","157.219.103.42","163 Alvarado Mountains Apt. 544
West Davidmouth, WA 54188","163 Alvarado Mountains Apt. 544
West Davidmouth, WA 54188",0,238,7
"af09292c-94aa-451f-9e9e-8c939bf2d942","60d1438a-4ae8-4018-997a-7f7209f1b02c",140.31,"2024-01-16 13:39:32","PayPal","toys & games",4,35,"Kellerstad","mobile","61.171.214.162","0769 Cathy Mountains Suite 780
Port Nicholas, SC 52792","0769 Cathy Mountains Suite 780
Port Nicholas, SC 52792",0,317,13
"bdf15926-b725-4522-988a-e8d6e6e4f837","74f0ad06-be16-4780-becd-b01ff85eb4ac",25.2,"2024-04-03 06:52:08","credit card","clothing",3,58,"West Gregory","desktop","60.229.248.133","1026 Ronald Village
Williamsside, MD 82160","1026 Ronald Village
Williamsside, MD 82160",0,13,6
"ced76f45-40c3-4abd-be9f-4afb08a13cd9","e4aac1b9-e33a-4179-824b-bf5eaa74cd41",63.28,"2024-03-12 19:43:47","PayPal","health & beauty",4,21,"South Nathanhaven","tablet","49.185.117.224","58494 Mcfarland Brooks Apt. 239
Gomezbury, PA 41852","13505 Nelson Harbors
Sheltonbury, OH 20192",0,143,19
"55668516-cf10-45f3-aca3-557b525c67f7","acb2067f-796f-4d8b-b1b1-ece943c740e2",221.15,"2024-01-09 06:35:12","credit card","toys & games",3,32,"Lake Phillip","desktop","84.203.230.17","677 Amanda Club Suite 145
North Bruceberg, PW 61135","677 Amanda Club Suite 145
North Bruceberg, PW 61135",0,319,6
"f18ab52b-6169-4358-a167-aafdbd1bdb2a","99704d17-05fb-43f1-b320-fee978cc51d8",81.41,"2024-02-24 17:34:06","bank transfer","electronics",3,38,"Maryfort","desktop","204.98.139.151","3418 James Junctions Suite 432
Smithland, NV 96057","3418 James Junctions Suite 432
Smithland, NV 96057",0,55,17
"a30508f1-9154-4fdb-9450-01103850e04c","c77e7b41-2974-4184-a887-35bbeca22653",125.88,"2024-02-11 14:06:41","credit card","toys & games",5,37,"Bethport","desktop","142.0.7.66","USNS Barajas
FPO AA 80106","USNS Barajas
FPO AA 80106",0,67,14
"815c9c8f-d91b-4ef0-bec2-edeb5f1d8e78","8a161e75-90c0-46ba-9ed3-48d1e7560849",110.95,"2024-03-15 15:16:24","credit card","toys & games",2,24,"Williamport","desktop","16.94.13.145","725 Wilson Lodge Suite 673
West Saramouth, MI 57196","725 Wilson Lodge Suite 673
West Saramouth, MI 57196",1,6,5
"8bbc1c9d-3194-492a-96be-538e364f5fd8","415c53b4-c054-4c4d-8620-64488af57bab",291.75,"2024-03-27 22:53:16","PayPal","health & beauty",3,20,"New Mackenzie","tablet","123.219.38.15","Unit 5007 Box 4500
DPO AE 76766","Unit 5007 Box 4500
DPO AE 76766",0,332,22
"d0e8f035-103f-415d-a121-9f7c32d8abf5","10e752a3-01d7-425f-9aaa-073fd64ffaf7",267.66,"2024-03-01 21:23:40","PayPal","clothing",5,39,"Blanchardmouth","tablet","142.168.241.174","4865 Black Ford
Jacquelineburgh, PA 32312","4865 Black Ford
Jacquelineburgh, PA 32312",0,257,21
"4a25a710-788a-456d-98ed-43f4c82a34f7","253c77fd-8a49-41f9-a0ed-f99d9215d11e",44.63,"2024-02-11 15:28:03","PayPal","home & garden",2,65,"New Nancyton","mobile","92.93.219.246","68640 Lindsey Trail
South Davidstad, HI 57997","68640 Lindsey Trail
South Davidstad, HI 57997",0,75,15
"9b611aa3-adba-4c50-a213-bbd6706b67f0","eed4812e-7a7f-4834-a11f-023773190806",22.26,"2024-01-17 00:28:51","bank transfer","home & garden",2,57,"North Sylvia","mobile","37.106.209.96","4507 Parker Fork Apt. 293
North Stephen, NC 66092","4507 Parker Fork Apt. 293
North Stephen, NC 66092",0,143,0
"0eb3136c-b1ff-4c04-bfb0-d3bebe867ddf","9278fe2c-ba98-4fd1-8f88-620e2c4e617b",148.2,"2024-02-04 20:23:23","debit card","toys & games",4,31,"East Katherinebury","tablet","37.90.182.60","43817 Melissa Plaza Apt. 506
Scottville, MH 53948","43817 Melissa Plaza Apt. 506
Scottville, MH 53948",0,222,20
"da75c972-42ee-49e3-93d6-988225c879fc","2a4d61b3-6d0b-404d-a621-d4b6f88265bd",570,"2024-02-26 18:06:10","credit card","health & beauty",2,47,"East Jerome","tablet","130.84.71.238","Unit 5548 Box 6820
DPO AA 25729","Unit 5548 Box 6820
DPO AA 25729",0,131,18
"bee65b99-c201-46e5-a9fb-0c5b7047a464","6c8c2f5b-8df3-4578-be39-46f690f0bb70",165.89,"2024-02-29 10:42:34","PayPal","clothing",1,38,"Port Sarahtown","desktop","149.136.49.110","3741 Berry Unions Suite 208
Lake Stephen, TX 62817","3741 Berry Unions Suite 208
Lake Stephen, TX 62817",0,41,10
"3661e78f-e5fd-4dc6-9dd0-0cf5ee2859e4","7a19ee1d-478b-4e59-b779-9dab81b4260e",12.68,"2024-03-07 09:42:09","bank transfer","health & beauty",3,47,"Zamoraside","desktop","192.86.57.195","787 Lawson Lodge Apt. 086
New Daniellemouth, NE 86314","787 Lawson Lodge Apt. 086
New Daniellemouth, NE 86314",0,143,9
"262a413e-0e22-424d-9a9d-071d29d85f9a","47648f30-2751-451d-ba52-a0f377f89235",186.39,"2024-02-11 14:34:17","debit card","home & garden",1,34,"East John","desktop","203.209.230.46","Unit 6607 Box 0957
DPO AA 88686","Unit 6607 Box 0957
DPO AA 88686",0,163,14
"5805b034-168e-445c-a3e4-cf48b9097491","2eba2055-d9be-4599-984e-644771c8f171",356.81,"2024-03-29 01:47:22","credit card","health & beauty",5,27,"North Kimberlyfurt","mobile","183.59.212.150","292 Fox Drive Suite 059
Sarahbury, IA 47695","292 Fox Drive Suite 059
Sarahbury, IA 47695",0,324,1
"6cf2f262-5547-469d-bdd3-9c255d87d7ab","265fbb98-b721-4df0-9e4f-31f21675f396",237.86,"2024-02-26 01:05:37","PayPal","electronics",2,46,"South Mariashire","mobile","217.41.16.170","9801 Hicks Parks
Lake Taylormouth, OK 59677","9801 Hicks Parks
Lake Taylormouth, OK 59677",0,65,1
"c9037b91-b530-4155-8d90-5036a166d49e","a4ea1497-4354-4f89-b8db-47d1895673ce",138.92,"2024-02-29 11:26:37","PayPal","electronics",1,44,"Perezhaven","desktop","73.114.141.158","132 Sydney Hill Suite 401
West Deborah, CT 54136","132 Sydney Hill Suite 401
West Deborah, CT 54136",0,141,11
"b73f8a77-3319-48c5-a1dd-cb3d37b2f598","e4df14a2-2e3e-4fbf-a89d-d13ad07a9110",86.25,"2024-03-09 05:51:23","bank transfer","health & beauty",3,34,"Lake Rachelfort","tablet","20.104.1.113","793 Kara Junction Suite 989
Lake Elizabethborough, NM 58695","793 Kara Junction Suite 989
Lake Elizabethborough, NM 58695",0,266,5
"e7c547d5-fa11-4f7b-b85d-85396c268170","9ace1019-7c7b-4e8b-8a11-931eeac9f945",269.62,"2024-02-19 08:51:09","debit card","home & garden",1,27,"Port Debbiehaven","mobile","42.6.193.253","77209 Tony Villages Suite 018
South Eric, DE 05251","77209 Tony Villages Suite 018
South Eric, DE 05251",0,283,8
"248d7f6b-34d1-4f00-a657-fee3771f3dc7","f4b630f1-1a0d-4504-8ceb-208c04b96eef",145.86,"2024-01-13 06:19:10","credit card","electronics",4,24,"Port Daniellehaven","mobile","18.210.151.198","PSC 7056, Box 1289
APO AE 30201","PSC 7056, Box 1289
APO AE 30201",0,276,6
"d9c75ffc-b18f-4a30-bd0f-4569d1c1c744","25b49ba3-e37f-49d9-a009-fd60aa372e13",160.46,"2024-02-19 22:03:59","credit card","toys & games",3,36,"New Elizabeth","mobile","87.225.149.181","44522 Melinda Stravenue Suite 785
North Melindaburgh, MI 69628","44522 Melinda Stravenue Suite 785
North Melindaburgh, MI 69628",1,1,22
"44ebcb5c-9a19-4440-9bf2-ab79250d459a","ee3eeeac-891c-4465-9b06-9343ba53462f",38.42,"2024-03-11 18:39:45","debit card","health & beauty",4,49,"Johnside","mobile","65.86.200.105","105 Moore Ferry
Martinezview, AK 91376","105 Moore Ferry
Martinezview, AK 91376",0,274,18
"5818400c-c237-4012-9d34-cf7f7fc2a993","2d1206c8-3dfd-4e9f-8423-06813640df67",254.06,"2024-02-04 12:19:45","bank transfer","toys & games",2,46,"Marqueztown","desktop","212.130.5.236","929 Savage Islands Apt. 928
Smithberg, DE 79011","929 Savage Islands Apt. 928
Smithberg, DE 79011",0,104,12
"daac31cf-4341-48ea-9dd1-010e9839fd6d","af42c930-3576-42e4-b7ea-14bba9e92222",27.36,"2024-03-27 21:54:54","PayPal","toys & games",1,39,"Port Mark","tablet","219.50.5.15","049 Joseph Garden Apt. 690
Bradfordbury, CT 96730","049 Joseph Garden Apt. 690
Bradfordbury, CT 96730",0,353,21
"90aa93d6-6dc2-46b1-a56f-2b4c2288d040","aac98f02-ba6e-4e21-8292-99916f7f5b3e",283.7,"2024-03-16 22:41:07","credit card","toys & games",2,36,"Port Curtiston","tablet","9.0.190.18","0119 Mario Stream Suite 185
Port Ambershire, UT 58982","0119 Mario Stream Suite 185
Port Ambershire, UT 58982",0,116,22
"e986bcfc-bd34-4311-b34c-a2a5d58366d4","b4bfc978-eeb8-43b4-aabe-0df7854e733a",199.69,"2024-03-24 14:47:22","credit card","health & beauty",1,40,"Peterston","mobile","96.111.253.19","9270 Kim Pike Apt. 596
Lake Billyhaven, MT 15398","9270 Kim Pike Apt. 596
Lake Billyhaven, MT 15398",0,153,14
"9d0e2b25-84c1-4f37-bc06-769d3f3b735b","74c9e7ae-bcd5-44b5-b78a-ae2e47375932",67.7,"2024-01-26 23:40:28","PayPal","toys & games",1,41,"Jeffreybury","mobile","68.181.144.151","593 Valerie Tunnel Suite 986
Marktown, SC 41904","593 Valerie Tunnel Suite 986
Marktown, SC 41904",0,235,23
"d8633f35-6b13-4899-add9-3365c73ff7ae","6adc6efc-084e-49c4-8ef9-0e3e01ec82c3",308.71,"2024-02-09 00:44:23","PayPal","health & beauty",2,45,"East Michaelton","mobile","78.56.201.115","3875 Corey Lakes Suite 390
Michelleborough, TN 92704","3875 Corey Lakes Suite 390
Michelleborough, TN 92704",0,168,0
"8745fde8-f51c-4396-afb2-ec9135ab390f","f13d0b57-491b-4aef-8a4f-7048157a03d8",390.09,"2024-01-27 05:56:37","credit card","home & garden",3,18,"Rhodesland","desktop","30.38.245.91","1815 Mary Valley
Lyonston, MA 93104","1815 Mary Valley
Lyonston, MA 93104",0,101,5
"8d655707-27cc-44e7-bca4-3648a4a55b7e","5c1e0b94-1690-40e0-a72f-16f76205ec5f",33.53,"2024-01-18 09:52:12","debit card","toys & games",1,42,"South Brandonmouth","tablet","149.0.137.252","68455 Andrew Locks Suite 775
Mcknightshire, AS 55505","68455 Andrew Locks Suite 775
Mcknightshire, AS 55505",0,219,9
"d27c78ba-aea7-4312-9399-b76fe477a2d7","42ee8d1d-eac3-46db-a81f-6e3058d29aac",301.32,"2024-01-11 00:32:50","credit card","health & beauty",5,36,"West Lisafurt","mobile","85.152.222.16","648 Ashley Crossroad
West Rickymouth, AS 72731","648 Ashley Crossroad
West Rickymouth, AS 72731",0,305,0
"a63b67a4-b9e9-483a-a2f0-d0ff590a77a2","0943ba85-cccc-4255-8ec2-2132c27f8605",60.56,"2024-03-28 17:02:39","credit card","clothing",1,20,"New Sharon","mobile","140.210.173.152","Unit 7597 Box 8814
DPO AP 16003","Unit 7597 Box 8814
DPO AP 16003",0,235,17
"6131b845-a038-45e3-a003-47a558adab3d","051d5cb1-9ab1-4fb7-81e2-d4404cfb26b1",296.99,"2024-03-28 00:50:09","debit card","toys & games",2,38,"Jonathantown","tablet","100.226.97.81","8695 Jimenez Crossroad Apt. 649
West Jacob, IL 87103","8695 Jimenez Crossroad Apt. 649
West Jacob, IL 87103",0,272,0
"56d67dc4-e289-40c0-9e00-2fc27ee32a25","5dc67154-858b-47b4-a207-af08b78a6a17",329.93,"2024-03-18 00:40:37","debit card","home & garden",5,41,"Perkinsbury","mobile","48.163.138.89","29723 Frederick Fort Suite 992
East Leslie, WV 37973","29723 Frederick Fort Suite 992
East Leslie, WV 37973",0,96,0
"290817d2-3bc2-4bdf-93cc-722892b1dee4","c71801f7-85fb-4aa1-9311-6d36daf2204c",33.97,"2024-03-04 18:22:57","PayPal","clothing",2,29,"Lake Davidfurt","tablet","90.48.109.51","16939 Kristen Inlet Apt. 772
Lake Lori, NV 57176","611 Davis Spur Apt. 541
South Jennifermouth, NC 39730",0,10,18
"9d96ed14-df17-4354-8c33-4d5580c8759c","ebf1fec6-df16-4dff-acb1-8b6b60c21b2c",591.38,"2024-02-01 07:28:25","bank transfer","health & beauty",1,49,"East Barrystad","desktop","19.38.237.5","2178 Velasquez River Suite 629
Woodville, OK 90367","2178 Velasquez River Suite 629
Woodville, OK 90367",1,14,1
"d9166110-72fa-4dbe-833d-fa81a705bfab","4453d06b-a025-4098-9b1e-2f1cea60d561",282.27,"2024-03-14 23:07:35","credit card","toys & games",2,37,"South Amandaborough","mobile","134.155.134.222","215 James Row
East Daniellefurt, AS 74167","215 James Row
East Daniellefurt, AS 74167",0,260,23
"f296dd88-cc63-4ee6-99f0-690deb78e936","e7f37fcc-c947-4ffa-99e6-b00cee499774",279.8,"2024-03-01 21:20:54","debit card","home & garden",4,36,"Whitetown","tablet","79.79.217.69","Unit 3865 Box 7700
DPO AP 31407","Unit 3865 Box 7700
DPO AP 31407",0,167,21
"db89004d-46aa-4eef-b6a4-a37dc49e2c91","f0739fdb-4482-40ae-b809-a9347b5bcdaf",236.48,"2024-04-02 03:02:46","debit card","home & garden",4,35,"North Brookeshire","tablet","73.119.21.163","PSC 7222, Box 3909
APO AA 22166","PSC 7222, Box 3909
APO AA 22166",0,286,3
"2120a616-f512-4c7a-b301-b5fe92e31b4f","0f51dbbd-3573-4922-acc1-ffc291ae5f5e",596.23,"2024-03-24 08:29:20","bank transfer","clothing",3,27,"Kristinville","desktop","140.209.13.16","3044 Williams Villages
Seanview, MN 04348","3044 Williams Villages
Seanview, MN 04348",0,62,8
"9b1fb9fe-a4a7-4eda-b4ad-30010fbcbe5a","ea03bc90-bd1f-46e4-b703-3734ccae5633",98.19,"2024-04-01 08:43:12","bank transfer","health & beauty",3,34,"Trevinoberg","desktop","162.41.24.197","96576 Salinas Ranch
Webbview, SC 45066","96576 Salinas Ranch
Webbview, SC 45066",0,205,8
"38b61b4c-caa1-4efc-8aad-d4d9b80f6649","0b98a747-713a-4e7f-887c-79f3bb934c47",44.78,"2024-01-28 01:54:50","credit card","home & garden",3,24,"North Joshua","tablet","10.120.158.100","329 Serrano Mill
West Angela, PW 63809","329 Serrano Mill
West Angela, PW 63809",0,302,1
"c18982ec-fe56-4aad-a9dc-5117173be795","96099fe0-58ea-40a8-a91a-a915e1c4c2fb",279.45,"2024-01-19 15:58:01","debit card","home & garden",1,26,"East Ryantown","tablet","92.77.96.42","Unit 3850 Box 4519
DPO AE 68861","304 Joseph Falls
Tamarachester, OR 76801",0,31,15
"353bc226-4ed0-4068-8b29-de9ed0c0e657","555f89f5-e087-42dd-a628-c783516d4356",186.91,"2024-02-03 04:39:49","PayPal","toys & games",3,30,"Kingborough","mobile","158.249.56.142","67949 Cristina Shore Suite 805
East Nicholas, MS 49429","67949 Cristina Shore Suite 805
East Nicholas, MS 49429",0,222,4
"51deea69-3030-4847-b5dd-247bf089d1bd","0b376347-db93-480f-965c-527eee723b93",132.59,"2024-01-14 00:06:41","PayPal","clothing",3,48,"East Jeffrey","mobile","191.244.118.83","928 Thomas Drives Suite 547
Jordanberg, NJ 34082","928 Thomas Drives Suite 547
Jordanberg, NJ 34082",0,312,0
"22b0a2c4-0dc0-4013-837c-3ce0bcd8ce52","39fb8d31-04fe-41ac-94b6-b772af321a50",178.1,"2024-03-24 11:16:04","credit card","electronics",4,24,"West Jerryshire","desktop","65.171.32.235","3739 Mcintosh Springs Suite 461
Tuckerstad, WA 59769","3739 Mcintosh Springs Suite 461
Tuckerstad, WA 59769",0,204,11
"6de1559d-3f75-4444-9846-40bc44859a72","49d84ed4-de3a-4a55-916a-6744574e2ca9",73.83,"2024-02-28 08:52:02","bank transfer","home & garden",4,56,"Port Douglasview","tablet","144.51.76.40","095 Christie Canyon
West Rachel, PA 16248","095 Christie Canyon
West Rachel, PA 16248",0,203,8
"824dfc03-ca3e-47be-b726-795382405237","cac8d14a-6b62-4ab1-89c9-32dd72e2f85e",72.52,"2024-01-31 23:43:25","bank transfer","health & beauty",5,31,"Jacobston","mobile","147.106.226.198","509 Grant Crescent
West Patricia, FL 97052","509 Grant Crescent
West Patricia, FL 97052",0,311,23
"00a4ad98-dcff-4f17-9284-2969c5f494be","173c971b-2af5-48ba-bc94-cbfa64be8d58",237.79,"2024-03-09 04:28:37","bank transfer","toys & games",4,30,"South Joseville","mobile","158.58.227.88","0849 Cynthia Rapid Suite 669
Brittanyton, WI 93197","0849 Cynthia Rapid Suite 669
Brittanyton, WI 93197",0,193,4
"e06f830c-3021-49b7-9c9d-10ed0d137a98","0ae5521d-60b8-4b0c-a03b-4647c489a636",308.8,"2024-02-27 04:15:42","credit card","toys & games",2,44,"Blankenshipville","mobile","147.137.156.32","8138 Travis Islands
New Isabella, VT 55528","296 Goodwin Dale Suite 393
Port Latasha, WI 73667",0,234,4
"4f9b4c1b-c68d-49b2-a822-5fad642ce313","43b94422-aca1-40a6-b5e7-dc7390291585",269.96,"2024-01-23 08:40:13","credit card","health & beauty",4,36,"New Lauren","desktop","211.244.21.176","5143 Melanie Cliff Apt. 670
Hollandberg, NE 11761","38520 Watkins Greens Apt. 987
North Williambury, WV 11703",0,354,8
"c16c7b21-8365-477e-8407-924e36c28986","0b24b973-0df0-4556-80e1-cd3477d0f170",84.79,"2024-02-06 11:41:20","credit card","toys & games",3,39,"North Ellen","tablet","119.164.105.233","360 Johnson Circle Apt. 169
Sheahaven, ME 32309","360 Johnson Circle Apt. 169
Sheahaven, ME 32309",0,188,11
"c7ad9342-1cfc-44b5-9979-0fad0addc16f","e8fa5410-852d-4e61-b559-a3db5d4fb212",40.67,"2024-03-04 00:00:30","debit card","clothing",3,33,"Valenzuelafort","desktop","139.205.11.47","49159 Allen Divide Apt. 990
Smithfort, AK 63560","49159 Allen Divide Apt. 990
Smithfort, AK 63560",0,88,0
"fec0f335-4bfe-4e0a-8e3b-1eb28584a016","a3474973-863f-4abc-9d62-ccf7c97d6a6a",83.09,"2024-03-14 08:21:52","bank transfer","health & beauty",2,44,"Alexandermouth","mobile","50.45.203.37","143 Lopez Glens
West Katherinefurt, AR 49850","143 Lopez Glens
West Katherinefurt, AR 49850",0,331,8
"1d86cf0d-cffb-49dd-8b7b-d40686e4265a","1d01d8ba-13ec-479c-8c87-56ceb976039e",278.82,"2024-03-14 17:21:18","PayPal","toys & games",3,26,"Aaronside","mobile","159.35.87.18","04745 Rodney Heights
North Georgemouth, TX 25999","04745 Rodney Heights
North Georgemouth, TX 25999",0,80,17
"2ee7a75b-a63e-4296-a654-2bd07e59874d","cc5258b9-b28a-4a42-9fff-50014bdfce0f",167.88,"2024-01-24 01:38:53","PayPal","electronics",2,22,"Valdezmouth","desktop","197.69.87.229","80259 Evans Field Apt. 067
Port John, WV 27435","80259 Evans Field Apt. 067
Port John, WV 27435",0,164,1
"fd711de9-961e-46bb-b2a7-eb641a1a0a46","c1ea87d6-3a52-4366-a889-0d5eb0dfc8f8",13.05,"2024-03-03 23:37:12","credit card","home & garden",1,34,"Hoovermouth","tablet","200.154.46.144","51234 Roger Center Apt. 292
Hernandezfurt, AS 19660","51234 Roger Center Apt. 292
Hernandezfurt, AS 19660",0,234,23
"90710831-538b-4115-9c30-86e0ef9fafa4","2722e554-8dbd-4e97-8a0d-39da1b13c24d",243.83,"2024-01-16 18:12:07","PayPal","electronics",3,48,"Haynesland","desktop","172.157.52.59","5653 Jonathan Street Apt. 589
West Timothy, TN 87180","5653 Jonathan Street Apt. 589
West Timothy, TN 87180",0,142,18
"7d289d7e-546e-48d3-84ac-9680e17c1cfa","0f34c9ef-f458-48b7-a407-9078f91f59ba",442.23,"2024-02-03 08:20:52","credit card","home & garden",1,21,"Robertfort","mobile","26.120.232.68","740 Mary Shore
New Joann, NY 08924","740 Mary Shore
New Joann, NY 08924",0,320,8
"69706475-e10e-4726-b870-d93e2a9eda57","f8c49ee5-3625-4938-a98f-35753e64fec5",164.89,"2024-02-10 12:58:44","debit card","home & garden",4,25,"South Jonathan","desktop","148.226.103.154","19393 Timothy Court Suite 154
Adamport, AK 07995","19393 Timothy Court Suite 154
Adamport, AK 07995",0,212,12
"4d546f3f-9e8f-40be-a97d-a21ecb2a79e6","47f3ad08-f116-43c5-b470-4b08a352d930",67.19,"2024-03-13 18:54:47","PayPal","electronics",5,48,"Lake Raymondmouth","tablet","77.51.249.150","10352 Sarah Estate Suite 579
East Jenniferchester, MT 17904","10352 Sarah Estate Suite 579
East Jenniferchester, MT 17904",0,270,18
"fb12b845-dcdd-4b47-be9f-dcd75ad3d8e1","b5ef5118-2f02-46c4-9842-e40f9930774b",298.84,"2024-03-04 10:20:01","debit card","electronics",5,36,"East Sarahborough","mobile","75.201.253.156","82658 Rice Stream Apt. 660
Veronicaland, DE 29491","82658 Rice Stream Apt. 660
Veronicaland, DE 29491",0,6,10
"6166b33e-718a-43a3-bff2-ac6d4cb301c1","1af428b9-2c25-4d71-af7c-00353e0a5cd8",58.16,"2024-04-02 16:00:02","credit card","home & garden",1,38,"Griffintown","tablet","42.6.116.53","635 Lisa Manor Apt. 642
Edwardsside, MA 01497","41381 Jonathan View Suite 182
Port Nichole, MH 62335",0,28,16
"919d0e69-7d62-40f0-8664-71e25da97612","ecb8cba0-824d-48f8-9702-bf62c8d197b7",27.96,"2024-03-09 09:13:03","PayPal","health & beauty",1,41,"Aprilview","mobile","203.231.67.52","952 Angela Groves
East Mitchell, FL 00561","952 Angela Groves
East Mitchell, FL 00561",0,247,9
"4da32041-c97d-430f-86ba-153b61288d38","43e20d63-5327-4fa2-8564-595a5b6436be",1007.52,"2024-03-12 12:45:15","debit card","electronics",4,23,"Julieton","mobile","5.229.89.159","952 Atkinson Club
South Tammystad, AR 54092","952 Atkinson Club
South Tammystad, AR 54092",0,217,12
"59f514c5-2823-4f31-8b5d-f655c1109847","f8bc387a-e02a-4140-890d-bc71fc224c50",235.55,"2024-02-18 07:40:19","credit card","clothing",3,22,"Johnsonmouth","tablet","182.42.169.190","099 William Valley Apt. 902
East Jennafort, FM 64583","099 William Valley Apt. 902
East Jennafort, FM 64583",0,92,7
"f4056d7e-8fe1-44a6-a5e9-c867c30b0ada","bf83bcef-fa6f-4360-ba82-f4ed4f03075f",81.84,"2024-01-13 19:12:51","bank transfer","toys & games",4,32,"Roberttown","desktop","75.148.225.147","8312 Jones Loaf Apt. 600
Bradleymouth, AL 39312","8312 Jones Loaf Apt. 600
Bradleymouth, AL 39312",0,316,19
"22da4be7-9eea-4c99-afe0-f83b1912440d","a950bc44-7c0f-4d28-8522-9eeb7eddded7",16.51,"2024-03-14 11:12:39","credit card","electronics",2,20,"North Sandra","desktop","28.184.199.180","872 Matthew Club Suite 557
New Cynthiaton, VI 52071","872 Matthew Club Suite 557
New Cynthiaton, VI 52071",0,141,11
"9a166c53-10f0-45ce-8e8b-c780960d9fe1","fdb8855c-9448-4dbd-8b80-8f98598be38a",329.31,"2024-02-29 22:49:15","credit card","home & garden",2,35,"South Ryanberg","tablet","21.229.221.88","061 Adam Lights Apt. 524
Phillipsfurt, KY 94198","Unit 0791 Box 2443
DPO AP 42888",0,67,22
"10774b18-aa41-42a0-8a99-77199abad7b6","9ba1fc98-31a5-4144-a7e1-d7fc7b577658",12.65,"2024-02-24 04:12:25","PayPal","health & beauty",2,30,"Taylortown","tablet","119.30.48.114","135 Jessica Cove Apt. 599
Ariashaven, OH 24249","135 Jessica Cove Apt. 599
Ariashaven, OH 24249",0,126,4
"a2e7ab78-ae9d-4902-b547-8d6a7da276bb","fde4020a-4a3d-4b21-b802-04f6c0b28aa5",456.25,"2024-02-17 04:02:10","PayPal","clothing",5,34,"North Jeffreymouth","desktop","95.186.85.231","363 Williams Port
Codyfort, GU 81469","363 Williams Port
Codyfort, GU 81469",0,25,4
"5e51ef18-68e0-4e2c-a5ac-791e8508b670","f2d5270b-062c-421b-a067-1aa4746c57c9",281.57,"2024-01-13 02:22:48","PayPal","health & beauty",2,32,"Lake Tammy","tablet","204.137.32.211","71192 Reyes Forges Apt. 719
West Brittanyburgh, FM 75928","71192 Reyes Forges Apt. 719
West Brittanyburgh, FM 75928",0,3,2
"f12021e4-903e-4c9f-a06f-a62ec3e279e9","949e16a6-b4db-4d4a-ab2c-f7a2a34eaeb7",114.7,"2024-01-17 18:50:06","PayPal","health & beauty",1,55,"East Roberto","tablet","111.239.60.206","9898 Morgan Corners Apt. 533
Estradaborough, MT 69541","9898 Morgan Corners Apt. 533
Estradaborough, MT 69541",0,230,18
"78870485-c71a-4a7f-b27e-a50ae10b27cf","f444b154-603a-4134-828f-4c8cd224833d",49.57,"2024-02-13 06:27:19","debit card","health & beauty",1,29,"North Chris","mobile","80.252.180.83","2325 Rivera Crossing Suite 531
Jasonburgh, PA 76777","2325 Rivera Crossing Suite 531
Jasonburgh, PA 76777",0,46,6
"53c835ac-f061-4a55-901a-a13d3b965a04","4559efdb-c971-4a67-8743-fd32949f1529",280.46,"2024-03-01 03:14:14","bank transfer","toys & games",1,27,"West Charles","desktop","137.138.255.33","237 Patrick Burg Suite 392
Lawrenceshire, PW 80137","237 Patrick Burg Suite 392
Lawrenceshire, PW 80137",0,222,3
